,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
269,0.42582292556762696,0.007633499551231962,0.0026267051696777345,0.00019106540648619556,0.001,"(100, 25, 100)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 5}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
270,0.4450386047363281,0.01356527099032279,0.002514934539794922,1.2552324969309156e-05,0.001,"(100, 25, 100)",6,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 6}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
271,0.49282660484313967,0.018184362842765266,0.00240178108215332,0.00018484888728805546,0.001,"(100, 25, 100)",7,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 7}",0.5,0.5,0.4999999999999999,0.5072992700729928,0.4999999999999999,0.5014587592609318,0.0029188866431683353,149,0.5,0.5,0.5063985374771481,0.5018281535648995,0.5,0.5016453382084095,0.0024798281473950015
272,0.47678847312927247,0.009216297306113484,0.002216005325317383,0.00020852970507671684,0.001,"(100, 25, 100)",8,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 8}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
273,0.7601103782653809,0.588136646670543,0.002424287796020508,0.0001959876943066618,0.001,"(100, 25, 100)",9,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 9}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.8559491978609624,0.5710029895995621,0.14223934990577974,8,0.5,0.5,0.5,0.5000000000000001,0.8733666330909442,0.5746733266181888,0.14934665323637766
274,1.8956408023834228,0.3118820852981924,0.002339792251586914,0.0002369616050452475,0.001,"(100, 25, 100)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 10}",0.984013311515196,0.9876629465516924,0.9828825681663572,0.9549417532994177,0.981283422459893,0.9781631602796422,0.011793624839827273,3,0.9803940327961065,0.992181934707484,0.9895664993740937,0.9844606946983547,0.9736258100717968,0.9840457943295672,0.006614507403931049
275,0.5061471939086915,0.0257897837824382,0.002208709716796875,0.00023924683708688655,0.001,"(100, 25, 100)",15,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 15}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
276,0.49975051879882815,0.02013609014601761,0.002443838119506836,8.160485303397061e-05,0.001,"(100, 25, 100)",20,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 20}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
277,0.5035118103027344,0.021041597371005572,0.002522182464599609,0.00031710988210984387,0.001,"(100, 25, 100)",25,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 25}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
278,0.5015750408172608,0.02582415631855275,0.0023260593414306642,0.00026517005687707977,0.001,"(100, 25, 100)",30,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 30}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
279,0.5036275386810303,0.0277464243384277,0.0023346424102783205,0.00018941046337605057,0.001,"(100, 25, 100)",35,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 35}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
280,0.5155477046966552,0.02623863095378106,0.002319478988647461,0.000264697825608451,0.001,"(100, 25, 100)",40,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 40}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
281,0.5008584499359131,0.022321516978820066,0.0021127700805664063,0.00021023233878458708,0.001,"(100, 25, 100)",45,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 45}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
282,0.4931655406951904,0.02479600368720946,0.002408552169799805,0.00020216964304370017,0.001,"(100, 25, 100)",50,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 50}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
283,0.5073215007781983,0.025231826951547867,0.0022074699401855467,0.00025590910715732015,0.001,"(100, 25, 100)",55,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100, 25, 100), 'ica__n_components': 55}",0.5,0.5,0.4999999999999999,0.5000000000000001,0.4999999999999999,0.5,8.596525461752134e-17,164,0.5,0.5,0.5,0.5000000000000001,0.5,0.5,4.965068306494546e-17
